Year,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,
210,746,"1,028.69","1,418.50","1,947.66","2,674.23","3,666.24","5,008.68","6,770.48","9,029.51","11,808.13","15,009.05","18,485.96","22,173.83","26,269.64","28,820.18","30,826.09","31,435.49","32,478.31","32,885.40","32,490.54","32,395.31","31,895.65","31,883.17","31,906.01","31,649.19","32,502.34","31,298.78","31,749.21","31,065.84","30,003.78","30,823.11"
211,746,"1,026.39","1,412.17","1,945.17","2,673.75","3,647.44","4,975.36","6,680.39","8,883.18","11,799.06","15,113.41","18,889.02","23,240.46","26,894.22","30,345.72","32,941.74","33,742.95","34,929.63","35,298.35","36,198.71","36,359.30","35,966.11","34,443.73","34,325.41","32,622.85","32,791.47","32,877.24","32,359.04","33,563.42","33,684.46","34,840.84"
212,746,"1,027.85","1,416.18","1,944.03","2,667.12","3,658.80","4,984.15","6,724.52","9,026.96","12,096.89","15,878.03","19,896.77","24,150.69","26,377.13","29,926.17","31,721.58","34,265.54","34,562.10","34,231.23","34,129.36","32,738.30","32,703.93","31,620.46","31,101.86","31,538.88","32,080.06","32,051.75","32,030.55","31,536.56","30,218.81","31,202.11"
213,746,"1,029.53","1,420.81","1,952.84","2,675.79","3,666.36","4,990.71","6,753.72","9,018.19","11,979.49","15,459.38","18,994.42","23,204.64","25,309.35","28,682.38","30,348.68","30,846.38","31,915.29","30,807.25","31,465.04","32,034.98","32,619.57","33,062.44","33,476.08","32,244.40","33,063.91","32,877.29","32,931.41","32,982.81","32,385.20","32,647.22"
214,746,"1,028.93","1,419.17","1,954.50","2,687.48","3,679.98","5,008.10","6,782.01","9,016.47","12,065.05","15,417.58","19,197.24","22,990.13","25,800.34","29,030.51","31,147.21","32,427.02","33,035.24","33,663.33","32,679.75","33,042.92","31,145.54","30,280.39","29,895.64","29,363.84","30,441.67","31,536.76","33,340.69","35,036.02","36,797.58","37,528.12"
215,746,"1,027.45","1,415.07","1,947.00","2,664.91","3,632.06","4,955.00","6,710.61","9,020.28","11,980.00","15,543.47","19,050.51","22,926.11","25,369.63","29,365.88","31,043.41","33,754.36","35,490.91","35,114.73","35,452.07","34,622.31","33,774.79","34,135.65","33,601.72","34,323.71","34,336.49","33,804.49","34,309.98","32,647.14","33,659.88","33,842.64"
216,746,"1,029.55","1,420.87","1,951.88","2,677.34","3,663.76","4,969.36","6,670.94","8,867.41","11,836.44","14,855.33","19,160.16","21,993.83","26,003.98","27,609.32","30,775.45","31,639.09","33,665.90","35,098.64","35,586.60","36,977.15","37,646.47","37,175.71","36,488.85","36,362.55","35,600.27","34,941.62","35,078.51","33,837.08","33,645.27","32,537.04"
217,746,"1,028.09","1,416.85","1,944.94","2,673.75","3,639.33","4,935.13","6,712.35","8,910.25","11,687.13","14,842.49","18,206.83","22,129.41","25,395.55","28,356.84","29,261.06","31,199.13","31,941.31","33,841.36","35,131.59","36,134.79","37,314.68","38,301.44","38,309.18","37,629.99","35,076.96","33,889.99","31,643.83","30,480.77","30,217.00","30,224.72"
218,746,"1,026.63","1,412.83","1,946.78","2,677.71","3,667.71","5,005.02","6,799.06","9,172.30","12,277.88","16,273.23","20,755.96","25,481.89","28,998.02","32,532.14","34,058.77","36,351.12","36,681.04","37,983.88","38,236.75","37,368.86","35,964.78","33,435.73","32,440.14","30,210.79","30,823.69","30,139.10","31,620.62","32,890.44","34,685.87","35,175.49"
219,746,"1,029.17","1,419.82","1,951.56","2,678.53","3,670.12","4,987.73","6,690.39","9,000.35","11,890.43","15,640.37","19,711.33","23,455.42","26,473.70","28,182.80","29,456.25","30,859.12","32,051.93","33,205.14","33,624.54","33,053.47","33,502.09","33,693.38","34,286.79","33,954.00","34,657.70","33,594.98","34,572.82","34,667.26","34,336.35","35,053.11"
220,746,"1,027.61","1,415.52","1,946.03","2,673.55","3,645.14","4,933.74","6,650.94","8,893.34","11,745.17","15,295.89","19,261.45","23,583.50","27,751.87","30,742.23","32,763.53","32,816.63","33,291.06","32,798.42","33,348.61","32,473.96","31,747.33","31,682.18","30,321.99","30,717.98","30,626.44","31,305.30","30,814.56","32,127.46","32,634.04","33,985.10"
221,746,"1,026.61","1,412.76","1,941.83","2,658.67","3,636.07","4,932.06","6,701.95","8,962.94","12,000.84","15,325.29","19,331.17","23,099.90","25,632.71","29,117.15","29,922.72","31,986.62","32,649.68","33,534.41","32,986.85","33,427.34","33,010.14","33,667.64","33,570.81","33,853.95","32,313.94","32,673.21","32,274.37","33,454.09","34,098.74","34,221.68"
222,746,"1,026.36","1,412.08","1,943.68","2,668.95","3,651.01","4,989.24","6,780.56","9,002.71","12,051.26","15,118.44","19,164.41","22,584.27","25,672.20","29,096.37","30,936.33","33,771.33","35,091.33","37,025.51","38,013.70","38,080.65","36,245.68","34,704.08","31,768.12","31,205.03","29,102.60","28,466.23","28,669.76","29,065.88","29,699.23","31,522.99"
223,746,"1,029.38","1,420.40","1,957.50","2,688.83","3,686.50","4,997.36","6,708.32","9,049.30","12,049.27","15,814.49","20,240.38","24,441.96","28,473.75","32,183.72","32,890.19","34,964.69","34,817.04","35,998.99","37,156.38","35,879.66","35,371.35","34,691.15","33,641.29","34,855.24","33,703.77","34,524.89","33,366.04","33,088.74","31,875.58","30,917.34"
224,746,"1,027.93","1,416.42","1,949.36","2,676.30","3,668.61","5,008.87","6,794.05","9,097.03","12,169.17","15,899.49","19,762.60","23,428.51","25,877.92","27,980.35","30,192.99","31,431.98","31,984.50","33,287.41","32,687.39","32,182.42","31,636.51","30,439.32","31,116.41","30,433.64","30,147.66","29,249.15","28,038.49","28,220.88","28,605.39","29,873.98"
225,746,"1,029.51","1,420.77","1,957.47","2,679.90","3,653.24","4,986.38","6,753.64","9,030.29","11,914.52","15,148.60","18,784.70","21,405.98","24,122.49","26,177.56","28,091.94","30,386.40","32,627.20","34,682.87","34,775.61","35,531.71","34,815.14","34,404.68","34,448.02","33,992.64","34,145.95","34,601.59","35,090.42","35,857.94","36,371.01","36,476.25"
226,746,"1,028.69","1,418.51","1,949.10","2,666.27","3,640.72","4,961.38","6,726.00","9,002.57","11,798.07","15,296.97","18,623.69","22,516.19","25,894.56","29,024.09","31,806.75","32,159.23","34,245.93","32,644.01","33,966.63","32,068.05","32,406.37","32,257.13","32,000.40","32,476.68","32,924.67","32,231.79","33,155.28","32,656.47","33,296.90","33,180.66"
227,746,"1,029.44","1,420.56","1,952.52","2,682.38","3,668.55","4,971.48","6,743.00","9,082.25","11,943.32","15,824.72","19,505.74","24,286.82","27,922.09","32,105.79","34,755.27","36,146.80","35,579.14","33,676.63","32,933.28","30,697.11","31,248.67","31,326.58","32,425.06","33,462.46","33,656.29","34,670.92","33,876.81","33,815.61","33,055.87","33,239.88"
228,746,"1,027.45","1,415.09","1,945.74","2,675.56","3,652.09","4,972.98","6,723.05","8,917.40","11,876.49","15,148.37","18,972.04","23,106.15","26,608.09","29,995.94","32,579.77","34,432.33","36,147.01","37,000.64","37,668.99","36,706.01","34,902.53","32,449.81","31,452.43","31,191.10","32,300.32","33,766.80","33,320.40","32,612.34","31,542.61","30,991.70"
229,746,"1,028.75","1,418.68","1,951.28","2,682.73","3,666.12","5,009.42","6,812.79","9,129.49","12,136.72","15,903.74","20,224.96","23,838.17","28,435.73","29,529.37","32,262.08","32,043.73","31,825.26","31,755.13","31,885.77","32,826.08","33,879.67","35,054.34","34,259.97","33,062.16","31,198.20","29,185.12","28,841.96","28,471.03","28,836.23","28,836.53"
230,746,"1,029.40","1,420.46","1,952.00","2,680.85","3,661.62","4,995.81","6,785.35","9,057.72","11,913.09","15,149.21","18,879.08","21,672.96","24,685.22","26,745.45","27,374.52","28,402.69","29,494.52","30,058.74","30,819.27","32,379.43","32,095.04","32,936.94","33,355.63","32,530.57","32,006.78","31,454.77","29,694.27","28,797.57","28,327.67","27,473.11"
231,746,"1,028.98","1,419.32","1,950.14","2,681.54","3,678.14","4,989.42","6,781.84","9,154.63","12,020.96","15,886.31","19,259.90","22,865.32","26,437.03","29,017.73","31,998.28","34,167.95","34,269.75","34,203.72","33,142.83","32,136.34","31,606.33","31,049.93","31,348.59","32,341.24","31,655.13","31,853.65","31,136.18","31,105.78","30,697.16","31,907.00"
232,746,"1,029.34","1,420.29","1,956.03","2,685.59","3,678.67","4,993.30","6,746.57","9,102.59","12,186.65","15,904.68","20,052.83","23,166.58","26,408.51","28,566.08","30,703.76","33,103.13","33,122.28","34,819.74","33,123.71","33,137.41","31,734.12","31,680.43","31,016.98","31,508.81","32,042.40","32,715.96","33,445.29","32,809.41","32,152.14","31,429.74"
233,746,"1,027.93","1,416.40","1,949.79","2,671.22","3,655.79","4,976.57","6,758.23","9,061.15","11,969.88","15,661.70","19,701.84","24,230.14","28,287.67","32,021.11","34,573.32","36,770.13","37,902.31","38,678.78","38,344.80","36,738.40","34,922.65","32,161.02","30,474.67","29,848.22","28,910.82","29,677.95","29,361.62","29,243.71","30,424.71","30,073.45"
234,746,"1,028.21","1,417.19","1,948.28","2,669.41","3,656.08","4,995.70","6,771.12","9,147.59","12,028.14","15,524.66","19,235.42","22,289.76","26,348.19","28,658.36","30,303.93","32,311.24","32,984.97","34,732.00","36,372.54","36,593.88","36,702.64","35,647.37","33,512.78","33,631.48","31,394.84","32,107.76","32,160.27","33,178.07","33,676.99","33,892.11"
235,746,"1,026.36","1,412.10","1,943.38","2,669.58","3,656.22","4,964.50","6,681.52","8,987.05","12,006.94","15,711.79","19,862.32","23,626.15","26,916.36","29,716.92","32,135.88","33,573.73","34,928.64","35,028.36","33,831.37","34,231.40","34,026.72","34,689.94","35,837.61","35,829.72","36,144.59","35,651.92","35,526.48","35,384.28","33,759.03","32,565.38"
236,746,"1,027.98","1,416.54","1,944.58","2,663.84","3,641.93","4,970.29","6,756.78","9,097.67","12,152.49","16,100.22","20,343.72","24,900.07","28,572.40","30,565.55","32,013.91","32,826.11","33,135.24","34,224.02","35,394.19","34,528.36","33,840.97","31,884.19","31,700.93","30,162.71","31,372.55","31,493.27","32,923.18","33,392.31","34,866.95","35,116.41"
237,746,"1,028.17","1,417.06","1,949.86","2,677.09","3,649.16","4,985.56","6,763.26","9,003.68","12,005.74","15,129.96","18,956.94","22,363.33","26,030.88","29,724.41","33,380.43","35,866.27","36,952.32","37,451.12","36,872.68","35,662.87","35,055.51","33,520.01","32,794.24","31,364.84","31,728.67","31,291.08","31,991.47","31,197.83","31,278.43","31,547.40"
238,746,"1,027.82","1,416.10","1,950.31","2,677.24","3,666.87","4,991.33","6,715.47","9,046.11","11,827.01","15,638.76","18,603.05","22,758.90","25,783.64","28,912.44","30,855.86","33,041.37","34,195.44","35,950.18","37,663.51","38,931.25","39,237.66","40,032.23","38,417.98","37,437.69","35,914.94","35,126.47","35,180.45","35,269.64","34,496.42","34,189.67"
239,746,"1,027.95","1,416.45","1,947.05","2,668.82","3,656.12","4,992.97","6,763.05","9,048.96","12,067.71","15,787.73","20,044.87","24,235.88","27,744.60","29,365.56","31,451.61","32,616.18","33,540.14","34,903.88","35,280.58","35,862.76","34,627.29","34,862.66","33,431.24","32,119.39","32,123.70","30,334.47","30,580.60","30,318.61","29,803.44","30,117.77"
240,746,"1,027.75","1,415.91","1,948.07","2,678.89","3,672.95","5,010.38","6,790.74","9,140.23","12,229.38","15,976.78","20,551.32","24,835.24","29,157.11","33,312.53","36,377.47","38,588.66","38,801.13","37,235.63","36,656.64","35,012.69","34,764.57","34,521.41","34,904.17","34,530.98","33,575.70","33,338.66","33,057.23","32,431.11","31,916.02","30,875.63"
241,746,"1,029.50","1,420.75","1,954.08","2,678.37","3,652.72","4,980.69","6,705.02","8,987.51","11,889.07","15,597.49","19,414.09","23,288.11","26,300.70","28,203.06","30,416.60","31,712.48","33,661.71","35,058.14","35,626.71","36,984.51","35,979.75","34,953.75","33,619.80","31,360.00","29,838.20","28,490.13","27,909.07","27,506.31","28,624.03","29,617.40"
242,746,"1,029.29","1,420.15","1,952.72","2,683.48","3,679.07","4,997.02","6,708.44","9,046.62","12,087.27","15,800.04","20,423.32","24,333.20","28,913.92","32,080.74","34,042.80","34,527.69","33,302.89","32,319.89","31,242.47","30,572.67","30,638.27","31,480.60","32,001.01","32,169.60","31,359.29","31,212.87","30,262.63","30,295.93","30,062.61","30,162.13"
243,746,"1,028.55","1,418.11","1,948.68","2,670.93","3,656.62","4,995.82","6,789.90","9,118.44","12,047.06","15,453.12","18,725.94","22,037.78","24,680.59","27,473.95","29,064.78","29,967.98","29,637.38","30,371.02","30,355.14","31,566.87","30,975.21","32,204.09","32,441.87","33,545.51","34,541.46","33,973.33","34,237.72","33,816.51","34,344.00","34,337.09"
244,746,"1,029.14","1,419.74","1,951.77","2,684.45","3,670.26","5,014.12","6,805.13","9,150.27","12,230.74","15,977.97","20,485.42","24,634.56","28,787.75","30,777.98","32,402.58","31,295.45","31,044.38","29,811.12","30,626.11","30,459.35","30,492.46","31,280.17","30,840.29","31,017.62","30,132.50","30,715.77","29,457.15","29,208.30","29,156.00","28,296.00"
245,746,"1,028.47","1,417.89","1,950.62","2,680.37","3,663.65","4,985.71","6,714.91","8,999.69","11,798.86","15,518.09","19,028.66","23,575.64","27,198.30","31,217.65","32,966.95","33,999.27","34,211.70","32,320.91","31,117.98","29,452.94","28,161.61","28,573.48","28,645.68","29,517.82","29,974.86","30,147.64","31,333.57","31,792.24","33,548.03","33,014.52"
246,746,"1,028.41","1,417.73","1,952.82","2,675.04","3,667.49","4,982.69","6,704.60","8,942.85","11,866.74","15,227.30","19,163.83","23,290.37","27,124.06","31,280.87","33,907.27","36,335.23","37,808.40","36,649.24","35,199.35","33,371.09","32,756.09","30,958.81","30,603.80","29,964.94","30,089.41","31,106.68","31,116.05","30,917.46","30,945.58","31,402.53"
247,746,"1,028.36","1,417.60","1,948.97","2,671.25","3,656.02","4,970.21","6,731.61","8,981.62","11,985.51","15,330.08","19,229.92","23,259.72","26,236.29","29,928.68","32,578.63","34,225.09","34,607.20","34,729.46","34,640.10","33,324.71","33,859.50","32,505.61","33,171.47","33,391.89","33,280.88","34,035.09","32,481.79","33,211.45","32,801.25","32,245.03"
248,746,"1,029.52","1,420.78","1,954.65","2,679.00","3,648.68","4,966.64","6,680.07","8,899.24","11,807.94","15,054.06","18,881.86","22,377.14","26,220.77","28,451.91","31,657.83","32,766.14","34,305.98","35,003.54","35,058.93","34,545.45","35,094.98","35,347.72","34,607.19","34,587.40","33,345.20","33,283.76","32,606.66","33,477.13","34,035.27","34,009.02"
249,746,"1,027.69","1,415.75","1,950.98","2,683.34","3,660.67","4,996.36","6,785.70","9,066.35","12,149.06","15,823.42","20,247.32","25,098.10","29,346.97","33,246.22","36,390.27","37,987.24","39,464.97","39,411.75","39,318.77","38,222.10","36,981.69","35,516.02","33,934.59","32,803.20","31,932.38","30,635.12","31,218.21","31,347.50","32,053.28","32,605.77"
250,746,"1,027.52","1,415.27","1,948.10","2,679.13","3,673.99","4,976.08","6,730.41","9,080.65","12,034.69","15,753.00","19,549.70","23,664.12","26,823.09","28,901.26","31,249.19","31,505.35","32,962.57","33,667.46","33,670.54","34,208.42","33,579.91","34,361.47","34,883.37","35,447.50","34,820.54","35,243.75","34,922.65","34,894.74","34,755.20","33,173.70"
251,746,"1,029.47","1,420.66","1,954.16","2,679.99","3,656.94","4,991.86","6,765.41","9,061.46","12,031.89","15,718.55","19,919.69","24,334.31","27,715.18","30,690.48","31,737.95","32,690.68","33,052.94","31,989.52","31,217.41","30,194.59","29,807.48","29,709.68","29,373.41","29,800.84","30,388.95","31,601.08","32,723.15","33,962.58","34,003.18","35,168.16"
252,746,"1,028.27","1,417.35","1,951.49","2,683.36","3,659.08","4,986.51","6,712.39","9,027.68","11,889.91","15,548.82","18,957.99","22,735.96","25,192.75","28,125.78","29,365.04","31,472.54","32,780.00","34,630.31","34,906.40","36,382.26","36,065.75","36,389.54","36,583.52","36,536.52","34,862.29","35,452.82","34,903.52","36,011.17","34,917.52","35,366.96"
253,746,"1,028.44","1,417.81","1,951.64","2,675.91","3,670.65","5,012.38","6,799.94","9,107.94","12,063.45","15,852.15","19,490.71","23,173.62","25,533.74","27,723.98","29,397.67","31,115.87","32,808.35","32,314.44","33,405.61","33,507.53","34,605.77","35,117.59","36,169.92","36,512.18","36,842.78","37,289.48","36,959.51","37,196.89","36,934.90","37,322.89"
254,746,"1,028.72","1,418.59","1,951.17","2,677.05","3,651.55","4,974.99","6,750.75","9,107.86","12,151.98","15,751.50","20,099.80","24,041.53","27,551.88","31,544.57","33,125.18","35,778.37","36,304.49","37,139.81","35,977.46","34,550.46","34,038.90","32,392.63","32,899.51","32,059.45","32,455.74","32,597.82","31,977.94","32,523.40","32,867.52","32,743.24"
255,746,"1,027.90","1,416.34","1,948.57","2,675.57","3,668.33","4,993.67","6,792.15","9,047.11","11,886.77","15,253.53","18,601.80","22,713.63","25,987.48","29,380.29","31,514.05","33,710.54","34,424.61","36,068.12","35,844.96","34,706.58","33,694.62","31,307.10","31,350.85","31,432.10","32,082.28","32,602.07","32,886.75","33,276.11","32,800.36","34,176.46"
256,746,"1,028.50","1,417.98","1,947.65","2,672.48","3,639.49","4,952.62","6,722.64","8,923.13","11,671.28","14,939.75","18,156.18","22,031.22","25,594.49","28,752.53","31,221.21","33,811.12","34,561.88","35,902.53","36,020.99","35,389.68","33,963.31","33,849.31","32,166.15","32,017.15","31,477.84","30,561.01","31,105.96","30,471.25","31,733.97","32,128.69"
257,746,"1,028.67","1,418.44","1,954.25","2,680.14","3,671.64","5,016.12","6,799.15","9,117.57","11,930.78","15,305.73","18,627.24","21,620.17","25,050.04","27,458.64","30,590.27","32,280.80","34,236.03","33,806.56","34,844.95","33,999.86","34,852.31","33,956.32","34,457.36","33,744.69","33,398.19","33,438.88","33,132.77","32,548.49","31,400.03","29,984.76"
258,746,"1,028.59","1,418.22","1,946.52","2,667.71","3,650.64","4,965.22","6,684.42","9,013.89","11,961.29","15,727.23","19,887.13","24,336.52","28,127.67","30,637.73","32,437.47","32,066.83","31,432.26","30,836.75","30,837.01","31,622.94","32,177.56","33,870.72","34,694.75","34,928.86","34,485.23","34,866.77","33,496.33","33,544.29","32,117.11","31,698.28"
259,746,"1,026.32","1,411.98","1,938.86","2,661.29","3,643.43","4,964.65","6,678.62","8,998.42","11,994.05","15,866.78","20,297.25","24,562.17","28,218.14","29,802.43","31,040.66","31,703.23","32,845.62","34,085.71","35,184.35","35,907.65","35,153.68","35,594.70","33,489.29","33,142.87","31,535.52","31,988.24","32,085.75","32,050.64","31,640.31","31,609.61"
260,746,"1,028.73","1,418.62","1,947.17","2,673.31","3,657.40","4,951.24","6,686.44","8,917.12","11,831.25","15,264.50","18,763.46","22,792.61","25,928.59","28,143.11","31,253.84","31,305.20","33,460.72","34,228.24","35,058.95","36,419.30","36,768.99","37,726.57","36,174.17","34,665.71","34,011.81","31,228.78","31,091.24","30,932.28","30,840.06","32,201.03"
